name,id
Миланка Опачић,ba6767cc-61cd-415c-bbd5-aeaea4bee0f7
Милорад Пуповац,d9a9eb80-843c-4599-b33c-a925631fac81
Мирела Холи,b846bd6a-d046-4523-ae89-caeaba1bb3bc
Мирослав Туджман,1bcff30d-5611-4262-9fc9-ac4781041f7e
Михаел Змајловић,8250a692-c2ae-4e79-8bca-cea7abdd84f1
Міланка Опачич,ba6767cc-61cd-415c-bbd5-aeaea4bee0f7
"Опачич, Миланка",ba6767cc-61cd-415c-bbd5-aeaea4bee0f7
"Остоич, Ранко",f5f8279b-350e-450c-adc5-f57cd54ab17d
"Пуповац, Милорад",d9a9eb80-843c-4599-b33c-a925631fac81
"Пусич, Весна",cb579388-b90c-4692-bdf1-3d1b01291ff4
Радимир Чачич,0f76190b-487d-4c20-95e9-780dcca88542
Ранко Остоїч,f5f8279b-350e-450c-adc5-f57cd54ab17d
Томислав Карамарко,244e86a6-6a0c-4932-b186-b15956dc1643
Томіслав Карамарко,244e86a6-6a0c-4932-b186-b15956dc1643
"Чачич, Радимир",0f76190b-487d-4c20-95e9-780dcca88542
Ядранка Косар,8f1e4c65-e43f-4ce4-be39-ff24de0be952
Ядранка Косор,8f1e4c65-e43f-4ce4-be39-ff24de0be952
"Яндрокович, Гордан",d8c75e06-cc84-47a1-be77-efb37f376e4c
Զորան Միլանովիչ,792ecafa-2061-45d8-975b-50534c73c185
זוראן מילנוביץ',792ecafa-2061-45d8-975b-50534c73c185
جوزپ لکو,f8558cb1-a75e-4f1d-9531-939901ce874e
زوران ميلانوفيتش,792ecafa-2061-45d8-975b-50534c73c185
يادرانكا كوسور,8f1e4c65-e43f-4ce4-be39-ff24de0be952
یادرانکا کوسور,8f1e4c65-e43f-4ce4-be39-ff24de0be952
ვესნა პუსიჩი,cb579388-b90c-4692-bdf1-3d1b01291ff4
იადრანკა კოსორი,8f1e4c65-e43f-4ce4-be39-ff24de0be952
ヤドランカ・コソル,8f1e4c65-e43f-4ce4-be39-ff24de0be952
ヴェスナ・シュカレ＝オジュボルト,6c61aeda-7538-480e-8a79-97e653c32b91
亚德兰卡·科索尔,8f1e4c65-e43f-4ce4-be39-ff24de0be952
佐兰·米拉诺维奇,792ecafa-2061-45d8-975b-50534c73c185
托米斯拉夫·卡拉馬爾科,244e86a6-6a0c-4932-b186-b15956dc1643
베스나 푸시치,cb579388-b90c-4692-bdf1-3d1b01291ff4
야드란카 코소르,8f1e4c65-e43f-4ce4-be39-ff24de0be952
